chr12	116381625	116382751
chr5	124895178	124895601
chr1	156707244	156708855
chr13	79782375	79783309
chr3	23865756	23866550
chr10	75541798	75542501
chr20	63858595	63859250
chr16	79298579	79299707
chr12	1587743	1588317
chr10	78551235	78552095
chr3	41362745	41363596
chr1	61588656	61589971
chr15	93279413	93280553
chr5	97134664	97135105
chr8	28513735	28514129
chr7	2500037	2500491
chr15	69526625	69527183
chr6	107610599	107611726
chr14	56855886	56856604
chr9	94971383	94971875
chr9	84851955	84852473
chr1	44239259	44240036
chr6	39193193	39193884
chr9	129139175	129140743
chr1	22876328	22876951
chr17	40306912	40307750
chr12	3104583	3105388
chr3	177197311	177198218
chr5	124902206	124902787
chr22	33569571	33570009
chr19	980393	981032
chr5	139061703	139062286
chr5	59127010	59128170
chr1	33163418	33164562
chr10	58967523	58968208
chr4	76696059	76696748
chr2	207901787	207902360
chr19	17247825	17248438
chr15	40054567	40055277
chr9	116334290	116335348
chr8	126579794	126580420
chr6	82607842	82608788
chr2	234362862	234363589
chr1	14733039	14734099
chr1	2271065	2272620
chr18	37450446	37450942
chr11	126601547	126602656
chr9	69542821	69543566
chr3	147386842	147389475
chr22	27537434	27539066
chr21	39137109	39137723
chr17	7839392	7840517
chr3	36932827	36933439
chr18	26685299	26686091
chr16	86789581	86790373
chr12	109719859	109720424
chr1	162145297	162146043
chr13	94706435	94707898
chr6	111685740	111686970
chr6	21710872	21711528
chr3	72590493	72591527
chr11	94926630	94927258
chr8	141228350	141228864
chr4	38672224	38673060
chr3	54698036	54698454
chr14	54219832	54220817
chr3	49173277	49174587
chrX	108347712	108348237
chr12	109462413	109464172
chr5	168600378	168600817
chr19	17246041	17247141
chr12	113778430	113779658
chr8	48582219	48582796
chr1	109229472	109230276
chr7	47488650	47489271
chr4	3710540	3711121
chr15	65340000	65340610
chr9	125462939	125463396
chr2	20080428	20081500
chr1	241936245	241936701
chr1	112515588	112516355
chr22	40721271	40721663
chr17	522779	523327
chr14	68539078	68540092
chr11	126146249	126147173
chr11	116174169	116174703
chr20	25149797	25150407
chr11	116073471	116074985
chr10	131094459	131095064
chr2	20599787	20600535
chr19	6066648	6067081
chr22	20203479	20204076
chr12	108801787	108802865
chr10	120539038	120539535
chr9	92911962	92912490
chr1	63623949	63624514
chr1	27569480	27570562
chr15	79193074	79193825
chr1	27001582	27002422
chr19	10881045	10882347
chr18	25465049	25466009
chr11	134731279	134732183
chr5	93819612	93820002
chr14	65229404	65230408
chr12	65961234	65961900
chr20	49687929	49688542
chr1	225770513	225771389
chr11	44761210	44762297
chr10	13758323	13758734
chr2	42924495	42926114
chr1	201751709	201752693
chr20	48455973	48456629
chr14	49189324	49189710
chr9	973781	974361
chr5	136053519	136054581
chr3	184574402	184575345
chr17	77746813	77747576
chr15	95845697	95846569
chr12	97275974	97276689
chr10	83908895	83909611
chr3	13811814	13812420
chr1	229027469	229028205
chr18	56083568	56083959
chr14	68730830	68731691
chr12	97385981	97386838
chr9	136720233	136720814
chr8	38439788	38441492
chr1	26168833	26169354
chr16	6125347	6126037
chr8	25894332	25894733
chr7	75962685	75963778
chr1	167166247	167166701
chr1	15326412	15327280
chr9	76701303	76702133
chr7	147607093	147607769
chr7	47738625	47739311
chr3	52067750	52068621
chr1	27570879	27572087
chr16	17160443	17161879
chr4	139746454	139747297
chr17	73342946	73344083
chr10	68600089	68600715
chr3	193902651	193903307
chr1	234956822	234957331
chr20	37394436	37395171
chr13	71786888	71787294
chr5	160287311	160287942
chr3	141095063	141095641
chr1	201941336	201942449
chr12	97131540	97132059
chr10	71840138	71840475
chr9	136571709	136572789
chr7	1864138	1865113
chr2	5946134	5947062
chr1	47568832	47569342
chr16	50425466	50426088
chr10	119409773	119410827
chr8	11641979	11642699
chr20	49887201	49887895
chr13	23467071	23467595
chr10	103804666	103805583
chr10	44233519	44234158
chr8	69531761	69532117
chr6	5471653	5472586
chr16	6122275	6122865
chr12	120397702	120398266
chr11	117429716	117430583
chr20	39877170	39878182
chr19	47819664	47820273
chr14	68295056	68295948
chr11	70141322	70142128
chr10	71085486	71086073
chr1	37660322	37661679
chr17	65530696	65531854
chr17	49777522	49778085
chr17	49438185	49438846
chr22	46500212	46500957
chr20	60361677	60362306
chr19	3443623	3444998
chr6	11780031	11780353
chr4	123444235	123444829
chr22	38461367	38461917
chr22	29670460	29671229
chr21	45029638	45030725
chr5	141512957	141514879
chr17	65545770	65546534
chr15	86076459	86076888
chr14	21539111	21539589
chr10	79239917	79240431
chr7	150383688	150384412
chr6	51513755	51514180
chr3	147377238	147378438
chr3	113275736	113276573
chr9	7879907	7880335
chr14	58772904	58773844
chr11	126083795	126084782
chr9	131382998	131383537
chr2	230870469	230871571
chr2	118255797	118256443
chr2	15157958	15158600
chr1	205444604	205445406
chr19	8028811	8029734
chr15	40111458	40112336
chr12	119008617	119009898
chr11	126147278	126148380
chr9	86902876	86903714
chr9	37434013	37434713
chr2	118224865	118225430
chr20	61135845	61136593
chr20	10639717	10640402
chr17	57993400	57994128
chr1	93723709	93724506
chr17	57527323	57528484
chr8	37890359	37890720
chr5	78003773	78004375
chr1	154941376	154941883
chr1	83692020	83693659
chr15	40081420	40082338
chr13	48585427	48585886
chr2	16030096	16031000
chr2	6073481	6074627
chr1	19448727	19449640
chr1	6512033	6512766
chr21	38448638	38449163
chr5	126490173	126490751
chr1	203984996	203985403
chr1	150567421	150568121
chr22	37546039	37546919
chr15	74208733	74209796
chr12	54259171	54260183
chr11	125356432	125357396
chr11	44882064	44882693
chr9	81621055	81622742
chr8	129693056	129693637
chr8	61077641	61078332
chr8	1564021	1564495
chr2	144479636	144480042
chr1	241933765	241934529
chr21	14080383	14081116
chr20	37251779	37252549
chr19	32677415	32678067
chr11	57213187	57213958
chr11	44559205	44559762
chr10	121683586	121684381
chr2	113305408	113306320
chr2	16084055	16084786
chr13	44396426	44397704
chr9	89225747	89226756
chr1	160169407	160169976
chrX	109399736	109400363
chr22	26648086	26648563
chr17	77727319	77728016
chr17	46832142	46832658
chr10	76190410	76191223
chr4	77177143	77177630
chr2	104702342	104703013
chr1	205448036	205448989
chr1	23598406	23599167
chr22	35971602	35972215
chr20	37727191	37727983
chr19	14139696	14140269
chr17	38789124	38789624
chr12	55745780	55746371
chr6	163943603	163944031
chr2	217049397	217049925
chr1	228035745	228036303
chr16	53041515	53042141
chr12	108526519	108527390
chr9	95462280	95463035
chr5	124905145	124905619
chr3	9279800	9281105
chr2	169285546	169285932
chr11	45501302	45502095
chr3	184602131	184602453
chr3	61453876	61454485
chr16	84599350	84600069
chr13	112161268	112162256
chr12	118689659	118690125
chr12	116415315	116416763
chr2	172783149	172783740
chr2	762682	762970
chr1	234726218	234726934
chr1	173507191	173507857
chr11	79088836	79089433
chr4	139734757	139735904
chr15	74213533	74214780
chr14	68363528	68365395
chr5	178115911	178116960
chr1	39646206	39646806
chr14	68137692	68138160
chr10	96441011	96441932
chr9	129646264	129646982
chr9	121650107	121650537
chr8	69528000	69528447
chr7	73742861	73743583
chr4	61532321	61532745
chr18	59275648	59276490
chr12	120358469	120359698
chr8	138582504	138582961
chr8	126588451	126589291
chr2	209388975	209389559
chr1	3351852	3352910
chr21	37818011	37818629
chr17	47995844	47996714
chr12	124655410	124656462
chr12	114938700	114939303
chr12	54565614	54566759
chr10	123472580	123473307
chr8	126423547	126424098
chr3	113104282	113105359
chr2	20596259	20596782
chr1	162248925	162249512
chr16	8720402	8721040
chr14	31968320	31969347
chr13	22451297	22451944
chr12	89345678	89346692
chr5	125409647	125410288
chr4	108335000	108335679
chr2	197163990	197164741
chr11	86588368	86589179
chr7	13017351	13017906
chr7	4650211	4651238
chr4	76624222	76624628
chr20	59412621	59413741
chr20	15637896	15638891
chr5	150167849	150168402
chr5	142490991	142491803
chr3	148789143	148789518
chrX	111086428	111086897
chr17	7132470	7133090
chr6	157552200	157553135
chr4	140237549	140238259
chr4	51957723	51958947
chr3	194294498	194295216
chr2	209960579	209961123
chr1	205441485	205442664
chr1	44799596	44800574
chr16	50505775	50506873
chr10	104328103	104329374
chr6	73579813	73581009
chr6	37136981	37138443
chr5	113692450	113693491
chr19	12788536	12789159
chr14	99670970	99672311
chr3	62416031	62416466
chr2	64403996	64405247
chr2	3265878	3266430
chr1	63807092	63807404
chr16	27703193	27704038
chr10	93436095	93436330
chr7	74627547	74628040
chr1	156664257	156665032
chr9	89677493	89678900
chr8	38442297	38442963
chr6	110354951	110355532
chr1	203177717	203178602
chr13	106882013	106882603
chr13	73765962	73766443
chr9	78857334	78858496
chr8	130275205	130275593
chr8	27894617	27895715
chr1	166950181	166950574
chr1	160410335	160411786
chr18	10131805	10132482
chr17	36921154	36921551
chr16	86074673	86075330
chr9	107176311	107176685
chr6	125558309	125559000
chr6	37101909	37103098
chr5	93299456	93300768
chrX	134192180	134192706
chr16	79437672	79438521
chr13	36778046	36778634
chr11	19552496	19553118
chr10	113127892	113128433
chr1	30911080	30911917
chr17	57517421	57518290
chr17	43530692	43531172
chr15	93135720	93136838
chr10	16968404	16969032
chr5	68406609	68407226
chr17	40419804	40420318
chr15	93362144	93362592
chr13	99661763	99662200
chr12	32561919	32562327
chr11	19847054	19847572
chr9	136171394	136171958
chr8	29849468	29850624
chr1	47720096	47720690
chr20	57027709	57028553
chr14	68688729	68689680
chr13	112891419	112892377
chr13	99722072	99722635
chr13	91155509	91155964
chr13	30114046	30115481
chr9	86675932	86676920
chr7	47763165	47763778
chr1	170686236	170686735
chr1	56436763	56437649
chr1	39170756	39171108
chr10	75542741	75543289
chr5	79611982	79612350
chr3	49535157	49535528
chr2	103788887	103789307
chr12	120413869	120414720
chr9	23537511	23538265
chr8	141793118	141793700
chr2	222283487	222284082
chr2	43140256	43140773
chr1	3105416	3105946
chr20	10655673	10656201
chr19	3035408	3036758
chr17	44608224	44608719
chr13	74158020	74158340
chr12	94534972	94535597
chr11	19701172	19701613
chr10	125056717	125057713
chr5	150157732	150158625
chr1	212507245	212507712
chr18	45517093	45517777
chr14	100830037	100831142
chr13	79884808	79885191
chr6	43858523	43859123
chr6	3350985	3351731
chr5	67416387	67416999
chr4	4574648	4575687
chr2	222269021	222269559
chr1	52589948	52590689
chr20	49988999	49990087
chr12	113663906	113664959
chr12	1594456	1595062
chr10	122182057	122182844
chr10	103812164	103812847
chr10	84244570	84245122
chr9	129596600	129597235
chr6	21749764	21750121
chr2	120893632	120894256
chr1	56435558	56436579
chr20	56804511	56805276
chr13	110266969	110267511
chr12	47575938	47576914
chr10	117551187	117551748
chr8	28589116	28589883
chr5	150574738	150575718
chr3	143236606	143237596
chr3	128999084	128999617
chr2	110770325	110771126
chr22	26066145	26067143
chr15	81531015	81531797
chr11	73651990	73653084
chr10	114350569	114351264
chr5	132269025	132269732
chr3	182237915	182238683
chr3	42159748	42160432
chr12	120361575	120362412
chr11	86678139	86678672
chr7	12715544	12716152
chr4	3623565	3624111
chr1	227922655	227923208
chr22	36329014	36330051
chr22	29004476	29005382
chr22	27433542	27434326
chr14	77040141	77041141
chr8	1478920	1479620
chr5	138963702	138964437
chr3	51967943	51969151
chr2	113225580	113226434
chr2	66574650	66575548
chr17	57892428	57893812
chr15	69118494	69119452
chr9	95477462	95478764
chr9	78440019	78440663
chr6	82739706	82740414
chr6	51841669	51843486
chr4	180766131	180766394
chr3	139830595	139831171
chr1	90534758	90535372
chr1	44543118	44544039
chr1	16559641	16560153
chr15	86089473	86089860
chr10	117830937	117831372
chr6	149225872	149226651
chr5	74200512	74201499
chr5	68419546	68420215
chr1	205689441	205690054
chr1	25567937	25568681
chr22	17264479	17265283
chr16	29666463	29667274
chr14	91377752	91378463
chr12	124463455	124463887
chr11	114209312	114209815
chr11	47974270	47974880
chr8	22597352	22597973
chr6	43702332	43703468
chr6	3281491	3281916
chr5	76326452	76327391
chr1	232110596	232111091
chr1	208213779	208214137
chr22	46377531	46378392
chr20	47348330	47348980
chr14	103542425	103543463
chr12	48883112	48884024
chr11	16981679	16982232
chr9	135137032	135137876
chr5	150163547	150164158
chr1	175841182	175842298
chr1	111904245	111904919
chr18	7822845	7823531
chr16	84535418	84535817
chr12	94041894	94042702
chr10	71657612	71658120
chr9	133880895	133881491
chr8	41300649	41301663
chr3	58521873	58522715
chr1	220370058	220370851
chrX	133307771	133308471
chr20	63846083	63848278
chr20	16236168	16237294
chr11	118615298	118615650
chr7	75905848	75906585
chr5	124733290	124733711
chr2	219350719	219351323
chr1	227793808	227794277
chr18	45061393	45061760
chr17	81401621	81402218
chr12	64687705	64688369
chr7	46015302	46016016
chr6	111552016	111552842
chr2	16223012	16224103
chr1	158043298	158043871
chr1	25791258	25791699
chr13	41315187	41315553
chr10	119243555	119244227
chr9	107130861	107131591
chr2	110861284	110862146
chr2	106867352	106868010
chr1	2544188	2545292
chr20	35263010	35263670
chr16	85220584	85221804
chr12	130158022	130158499
chr11	68159072	68159629
chr5	160165375	160165998
chr1	74506289	74506729
chr1	38285581	38286289
chr1	22264800	22265560
chr12	94614301	94614722
chr11	119717897	119718470
chr11	116415039	116415867
chr8	96520530	96521189
chr8	38439284	38439742
chr5	72123800	72124346
chr1	234737946	234738296
chr21	32142354	32143599
chr21	15140540	15140921
chr20	37651715	37652226
chr10	78047383	78047797
chr8	53657283	53658384
chr7	42065844	42066502
chr6	165309479	165309779
chr15	55676161	55676864
chr12	72509943	72510270
chr12	6335683	6337103
chr11	76793247	76794150
chr8	97232028	97232981
chr7	102097646	102098283
chr2	15965549	15966048
chr1	150163030	150163772
chrX	134151084	134151560
chr13	30872832	30873418
chr12	105793451	105794067
chr12	54351836	54353053
chr7	36281347	36281610
chr4	76459321	76459727
chr2	152453110	152453893
chr19	2987089	2987653
chr17	57577736	57578173
chr12	64691419	64692251
chr11	79087199	79088319
chr11	10351877	10352654
chr7	101401759	101402529
chr3	177516095	177517205
chr1	203455567	203456055
chr22	46510235	46510954
chr22	28983241	28983670
chr20	54661757	54662636
chr16	85626091	85627018
chr15	59998059	59998721
chr14	99573776	99574359
chr11	126192985	126193465
chr11	46951882	46952537
chr10	78302592	78303656
chr9	129333709	129335159
chr9	14868524	14869593
chr8	118073994	118074789
chr8	66124328	66124624
chr6	108157059	108158308
chr5	174843318	174844077
chr4	183430482	183431094
chr20	57287087	57287820
chr20	10637264	10637995
chr19	12789799	12790599
chr17	74361530	74362588
chr15	38130469	38131240
chr10	117549925	117551067
chr7	101386514	101387226
chr6	14501246	14501733
chr2	204452341	204452901
chr2	3651781	3652711
chr1	204350791	204351363
chr1	54487882	54488681
chr1	36669186	36669529
chr1	10734617	10735715
chrX	9462801	9463406
chr20	62668483	62668835
chr18	50748161	50749183
chr17	49013108	49013848
chr16	85328164	85329842
chr16	4392523	4393153
chr14	56501762	56502396
chr12	14257582	14258395
chr11	36109895	36110701
chr11	30422383	30423049
chr8	70805065	70805802
chr6	3403245	3403543
chr3	184633259	184633694
chr1	93635537	93636723
chr21	44958489	44959597
chr17	62870205	62870496
chr16	77966894	77968022
chr15	93348753	93349583
chr11	131465698	131466177
chr11	12864460	12865234
chr9	36163005	36163817
chr17	6570657	6571175
chr15	95940475	95941105
chr11	115644611	115645159
chr11	16812219	16812879
chr11	8289340	8289972
chr7	47507411	47507961
chr5	78574120	78574612
chr4	77178584	77178895
chr4	8242134	8242670
chr3	194129484	194130271
chr1	234769908	234770797
chr1	109931139	109931808
chr20	57294571	57295181
chr17	78954026	78954671
chr15	98800429	98801658
chr13	25990508	25991188
chr10	113126278	113127086
chr8	30541176	30541829
chr6	1726277	1726803
chr4	77699719	77700268
chr22	33299460	33299922
chr20	51660496	51661122
chr20	50332430	50333165
chr19	13881287	13881694
chr14	76961550	76962417
chr11	126157766	126158606
chr9	128081092	128081450
chr4	4578791	4579605
chr3	193816688	193817507
chr2	186756946	186757486
chr2	85764770	85765951
chr2	28691606	28692362
chr1	3101145	3101573
chrX	132740186	132741032
chr22	20971013	20971613
chr16	57115490	57115880
chr14	68394706	68395267
chr13	80276369	80277432
chr11	44833791	44834654
chr2	216765784	216766447
chr1	226679872	226680553
chr1	62286692	62286951
chr15	73924206	73924929
chr12	130958730	130959196
chr12	124921276	124921903
chr10	99266105	99266842
chr9	128364636	128365528
chr9	38017173	38017677
chr7	157457245	157458615
chr6	113732484	113733039
chr6	53358997	53360037
chr3	194296514	194297204
chr3	141393188	141393853
chr3	126850717	126851131
chr3	40780828	40781505
chr2	222484970	222485858
chr1	27542749	27543435
chr22	43363609	43364799
chr22	27480357	27481126
chr18	56873819	56874158
chr18	24979163	24979703
chr17	38655682	38656109
chr10	80464341	80465132
chr9	126611436	126612758
chr7	100489796	100490298
chr6	90484561	90485256
chr2	122105087	122105863
chr2	41947745	41948930
chr1	114023930	114024437
chr1	33151192	33152185
chr17	49022187	49022913
chr11	20000390	20000994
chr9	136326088	136326779
chr8	61056845	61057296
chr8	20268186	20269519
chr6	167647255	167648138
chr6	37708090	37708711
chr1	234918535	234919128
chr1	39637090	39637675
chr22	39529179	39529659
chr13	90314995	90315539
chr11	118617881	118618572
chr6	43968201	43968825
chr5	91280450	91280901
chr1	69535343	69535789
chr1	38418356	38418921
chr1	19456918	19457514
chr1	9252943	9253563
chrX	24876877	24877592
chr20	46583618	46584047
chr17	76138157	76138964
chr17	49865258	49866207
chr17	44533518	44534138
chr17	43760113	43760709
chr17	6439687	6440421
chr16	72992106	72992554
chr15	40115632	40116088
chr13	95354820	95355464
chr9	126626412	126627100
chr8	125225131	125225618
chr8	69527279	69527884
chr7	47327363	47328365
chr6	52078076	52078752
chr2	232260109	232260471
chr2	207143672	207144292
chr18	28036579	28036845
chr18	3623827	3624622
chr17	62653671	62654695
chr16	85221861	85222834
chr16	56296038	56296669
chr11	64047875	64048555
chr9	132591032	132591732
chr7	43449555	43449945
chr5	42811804	42812368
chr3	129558344	129559221
chr3	57159072	57159908
chr3	50226145	50226425
chr3	35505124	35505532
chr1	22673324	22673817
chrX	133440432	133441097
chrX	108250453	108251156
chr21	36817479	36818108
chr20	33900506	33900776
chr17	47275202	47276314
chr15	65304825	65305414
chr11	43989204	43990045
chr10	121525801	121526612
chr9	119963500	119964255
chr8	141329257	141329949
chr6	37704982	37706118
chr5	59562959	59563562
chr4	25970779	25971617
chr1	232596713	232596968
chr1	30816119	30816943
chr1	15090444	15091030
chr19	48354583	48354929
chr18	61948114	61949243
chr15	65416515	65417706
chr12	113770323	113770842
chr12	49232830	49233911
chr11	117723874	117724559
chr11	57597122	57598609
chr11	335684	336389
chr10	69952821	69953417
chr9	94980139	94980832
chr8	57936513	57937065
chr4	8393588	8394019
chr3	119350146	119350413
chr2	222239850	222240243
chr2	20188615	20189261
chr1	171220555	171221066
chr19	45954190	45954582
chr18	58859936	58860336
chr16	81630455	81631058
chr15	78331177	78331951
chr9	99172714	99173148
chr6	75349207	75350144
chr6	43911539	43911885
chr6	31713790	31714616
chr5	159053545	159054109
chr4	8705512	8706242
chr3	42025498	42025975
chr2	106956929	106957209
chr2	85772146	85772702
chr2	15808988	15809676
chr1	16926311	16927278
chr20	59276866	59277482
chr17	55444291	55445004
chr17	44542979	44543614
chr13	99861584	99862047
chr11	127106183	127106776
chr9	91855188	91855756
chr8	37675242	37675889
chr6	14629912	14630703
chr5	176866816	176867576
chr4	4761188	4762086
chr2	159211367	159212059
chr22	27438093	27438956
chr18	58843285	58844000
chr17	62617239	62617717
chr17	57282949	57283520
chr17	7213868	7214272
chr13	114064505	114065357
chr11	133229035	133229274
chr8	18974631	18975258
chr4	72591588	72592623
chr3	122890047	122890644
chr3	45167450	45167884
chr3	11366319	11367232
